connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,4G\, 3G\, Bluetooth\, USB\, GPS\, Radio"
operatingfrequency:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonestf.operatingfrequency,,4,"enum,pcmClassification,1,operatingfrequencygsmlte"
frontcamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesca.frontcamera,,4,"enum,pcmClassification,1,frontcamera8mp"
colorelectronics:pcmClassification:1:pcmClassification:1:smartphonesgf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesgf.colorelectronics,,4,"enum,pcmClassification,1,gold"
operatingsystemsmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesgf3.operatingsystemsmartphones,,4,"enum,pcmClassification,1,operatingsystemsmartphonesandroid60marshmallow"
performancefeatures:pcmClassification:1:pcmClassification:1:electronicstf:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicstf.performancefeatures,,1,"string,This Gionee smartphone runs on octa-core processor and Mediatek MT6755 chipset."
processorsmartphone:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesgf3.processorsmartphone,,4,"enum,pcmClassification,1,processorsmartphoneoctacore"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicswa.warrantysummary,,1,"string,1 Year warranty on product & 6 months warranty on box accessories"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,Handset\, Earphone\, Travel Charger (2A)\, Data Cable\, User Manual\, Warranty Card\, Protective Film and Transparent Cover"
modelnumber:pcmClassification:1:pcmClassification:1:electronicsmodelnumber:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsmodelnumber.modelnumber,,1,"string,S6 Pro"
primarycamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesca.primarycamera,,4,"enum,pcmClassification,1,13mp"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,1080pat30fps"
multimedia:pcmClassification:1:pcmClassification:1:smartphonesmm:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesmm.multimedia,,4,"enum,pcmClassification,1,multimediamp3mp4mpegavi"
additionalfeatures:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesaf.additionalfeatures,,1,"string,Sensors: Fingerprint\, accelerometer\, gyro"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,4 GB RAM and 64 GB ROM (Expandable upto 128 GB)"
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsfeature3.feature4,,1,"string,Battery Capacity: 3130 mAh"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,ledflash"
uniquething:pcmClassification:1:pcmClassification:1:electronicsaf:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsaf.uniquething,,1,"string,Selfie Flash"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 Year"
simtype:pcmClassification:1:pcmClassification:1:simtypecc:pcmClassification:1,MP000000000595961,pcmClassification/1/simtypecc.simtype,,4,"enum,pcmClassification,1,dualsim"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsfeature2.feature3,,1,"string,13 MP Rear & 8 MP Front Camera"
memorysmartphone:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesms.memorysmartphone,,4,"enum,pcmClassification,1,memorysmartphone64gb"
connectivitysmartphone:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesaf.connectivitysmartphone,,4,"enum,pcmClassification,1,4g"
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsdm.heightproduct,,3,"number,15.3"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsdm.widthproduct,,3,"number,7.53"
screensizesmartphone:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesdf.screensizesmartphone,,4,"enum,pcmClassification,1,5d5inches"
simsizesmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesgf3.simsizesmartphones,,4,"enum,pcmClassification,1,simsizesmartphonesmicroandnano"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsdm.depthproduct,,3,"number,0.76"
camerafeatures:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesca.camerafeatures,,4,"enum,pcmClassification,1,camerafeaturesautofocusfacerecognitiongeotagging"
colorfreetextelectronics:pcmClassification:1:pcmClassification:1:electronicscolorfreetext:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicscolorfreetext.colorfreetextelectronics,,1,"string,Rose Gold"
memorytablet:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesms.memorytablet,,4,"enum,pcmClassification,1,hyphen"
weight:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsdm.weight,,3,"number,170"
feature2:pcmClassification:1:pcmClassification:1:electronicsfeature1:pcmClassification:1,MP000000000595961,pcmClassification/1/electronicsfeature1.feature2,,1,"string,Screen Size:5.5 inches\, 1920x1080 pixels"
ram:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesms.ram,,4,"enum,pcmClassification,1,4gb"
displayfeatures:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000595961,pcmClassification/1/smartphonesdf.displayfeatures,,1,"string,IPS LCD capacitive touchscreen\, 16M colors"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,1080p"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicswa.warrantysummary,,1,"string,6 Months manufacturer warranty on box accessories"
camerafeatures:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesca.camerafeatures,,4,"enum,pcmClassification,1,camerafeatures8mpwithledflash"
memorysmartphone:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesms.memorysmartphone,,4,"enum,pcmClassification,1,memorysmartphone16gb"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsdm.widthproduct,,3,"number,7.1"
screensizesmartphone:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesdf.screensizesmartphone,,4,"enum,pcmClassification,1,5inches"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,ledflash"
multimedia:pcmClassification:1:pcmClassification:1:smartphonesmm:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesmm.multimedia,,4,"enum,pcmClassification,1,multimediamp4avi"
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsdm.heightproduct,,3,"number,14.31"
displayfeatures:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesdf.displayfeatures,,1,"string,IPS TFT HD Display"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsdm.depthproduct,,3,"number,0.76"
operatingfrequency:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonestf.operatingfrequency,,4,"enum,pcmClassification,1,operatingfrequencygsmlte"
processorsmartphone:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesgf3.processorsmartphone,,4,"enum,pcmClassification,1,processorsmartphonequadcore12ghz"
primarycamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesca.primarycamera,,4,"enum,pcmClassification,1,8mp"
simsizesmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesgf3.simsizesmartphones,,4,"enum,pcmClassification,1,nano"
additionalfeatures:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesaf.additionalfeatures,,1,"string,Oppo ColorOS 3.0 User Interface"
uniquething:pcmClassification:1:pcmClassification:1:electronicsaf:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsaf.uniquething,,1,"string,Bright Selfie"
ram:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesms.ram,,4,"enum,pcmClassification,1,2gb"
colorelectronics:pcmClassification:1:pcmClassification:1:smartphonesgf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesgf.colorelectronics,,4,"enum,pcmClassification,1,grey"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 year manufacturer warranty on the product"
performancefeatures:pcmClassification:1:pcmClassification:1:electronicstf:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicstf.performancefeatures,,1,"string,This Oppo smartphone runs on Quad-core 1.2 GHz processor and MSM 8916 chipset."
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsfeature3.feature4,,1,"string,Battery Capacity: 2630 mAh"
frontcamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesca.frontcamera,,4,"enum,pcmClassification,1,frontcamera5mp"
modelnumber:pcmClassification:1:pcmClassification:1:electronicsmodelnumber:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsmodelnumber.modelnumber,,1,"string,A37"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,2 GB RAM and 16 GB ROM(Expandable upto 128 GB)"
connectivitysmartphone:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesaf.connectivitysmartphone,,4,"enum,pcmClassification,1,4g"
memorytablet:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesms.memorytablet,,4,"enum,pcmClassification,1,hyphen"
colorfreetextelectronics:pcmClassification:1:pcmClassification:1:electronicscolorfreetext:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicscolorfreetext.colorfreetextelectronics,,1,"string,Grey"
operatingsystemsmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonesgf3.operatingsystemsmartphones,,4,"enum,pcmClassification,1,operatingsystemsmartphonesandroid51lollipop"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsfeature2.feature3,,1,"string,8 MP Rear & 5 MP Front Camera"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,Handset\, Charger\, Headphone\, Sim Ejector Tool\, Micro USB Cable\, Case"
weight:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsdm.weight,,3,"number,136"
connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000598885,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,4G\, Bluetooth\, USB Tethering"
feature2:pcmClassification:1:pcmClassification:1:electronicsfeature1:pcmClassification:1,MP000000000598885,pcmClassification/1/electronicsfeature1.feature2,,1,"string,Screen Size: 5 inches\, 1280x720 pixels (IPS TFT)"
simtype:pcmClassification:1:pcmClassification:1:simtypecc:pcmClassification:1,MP000000000598885,pcmClassification/1/simtypecc.simtype,,4,"enum,pcmClassification,1,dualsim"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsdm.depthproduct,,3,"number,0.81"
connectivitysmartphone:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesaf.connectivitysmartphone,,4,"enum,pcmClassification,1,4g"
displayfeatures:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesdf.displayfeatures,,1,"string,720 x 1280 pixels (HD) TFT Display"
seriesname:pcmClassification:1:pcmClassification:1:electronicsseriesname:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsseriesname.seriesname,,1,"string,Galaxy"
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsdm.heightproduct,,3,"number,14.28"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,2 GB RAM & 16 GB ROM(Expandable upto 256 GB)"
multimedia:pcmClassification:1:pcmClassification:1:smartphonesmm:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesmm.multimedia,,4,"enum,pcmClassification,1,yes"
memorysmartphone:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesms.memorysmartphone,,4,"enum,pcmClassification,1,memorysmartphone16gb"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicswa.warrantysummary,,1,"string,Manufacturer Warranty"
modelnumber:pcmClassification:1:pcmClassification:1:electronicsmodelnumber:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsmodelnumber.modelnumber,,1,"string,J5 Prime"
simsizesmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesgf3.simsizesmartphones,,4,"enum,pcmClassification,1,nano"
weight:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsdm.weight,,3,"number,143"
operatingfrequency:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonestf.operatingfrequency,,4,"enum,pcmClassification,1,operatingfrequencygsmlte"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 Year"
connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,Bluetooth\, Wi-fi\, NFC\, GPS\, 3.5mm Jack"
feature2:pcmClassification:1:pcmClassification:1:electronicsfeature1:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsfeature1.feature2,,1,"string,5 Inches\, 720 x 1280 (HD) Display"
frontcamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesca.frontcamera,,4,"enum,pcmClassification,1,frontcamera5mp"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,fhdof1920cross1080at30fps"
colorfreetextelectronics:pcmClassification:1:pcmClassification:1:electronicscolorfreetext:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicscolorfreetext.colorfreetextelectronics,,1,"string,Black"
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsfeature3.feature4,,1,"string,2400 mAh (Up to 13 hrs talk time)"
operatingsystemsmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesgf3.operatingsystemsmartphones,,4,"enum,pcmClassification,1,operatingsystemsmartphonesandroidv6p0p1marshmallow"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsfeature2.feature3,,1,"string,13 MP Rear & 5 MP Front Camera"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,Handset\, Charger\, Battery\, Hands-free Earphone\, User Manual"
performancefeatures:pcmClassification:1:pcmClassification:1:electronicstf:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicstf.performancefeatures,,1,"string,1.4 GHz Quad-Core Processor"
processorsmartphone:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesgf3.processorsmartphone,,4,"enum,pcmClassification,1,1d4ghzquadcoreprocessor"
primarycamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesca.primarycamera,,4,"enum,pcmClassification,1,13mp"
colorelectronics:pcmClassification:1:pcmClassification:1:smartphonesgf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesgf.colorelectronics,,4,"enum,pcmClassification,1,black"
screensizesmartphone:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesdf.screensizesmartphone,,4,"enum,pcmClassification,1,5inches"
ram:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesms.ram,,4,"enum,pcmClassification,1,2gb"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000608507,pcmClassification/1/electronicsdm.widthproduct,,3,"number,6.95"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,flashyes"
memorytablet:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesms.memorytablet,,4,"enum,pcmClassification,1,hyphen"
additionalfeatures:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000608507,pcmClassification/1/smartphonesaf.additionalfeatures,,1,"string,Google Maps\, Email\, Play store"
simtype:pcmClassification:1:pcmClassification:1:simtypecc:pcmClassification:1,MP000000000608507,pcmClassification/1/simtypecc.simtype,,4,"enum,pcmClassification,1,dualsim"
